评论ID,评价内容,情感倾向,评价长度,长度分类
248,前台小帅很热情，在得知我们的需求后帮我们免费升级了房间，还提早打电话问候有无其他需求，整个过程都很棒👍小赵小芳得知我们感冒发烧，送了体温计给我们，整个入住过程无论硬件还是服务都很到位，不错，可以推荐,正面,99,短(51-100字)
249,这家酒店住的很舒心，它给人一种宾至如归的感觉，从入住到离开，每一个环节都处理得非常完-美，因为我们赶不回来办理退房，前台小郭和小方协助将我们行李寄存在前台，也为我们节省了时间。房间干净舒适，服务贴心，强-烈-推-荐给大家，相信你们也会爱上这里的。,正面,123,中等(101-200字)
250,这酒店的品质一直很高，不管的酒店装修还是服务一直都很好，这次也没有让我失望，就是这次住的房间稍微小了点,负面,51,短(51-100字)
251,整体来说非常不错，前台小帅服务态度非常好,正面,20,极短(≤50字)
252,很超值，住了四天非常舒服。前台给我们升级了房间，住到不想走。早餐可以吃得很舒服，中西结合，也有乐山特色，我们每天都吃得饱饱再出门玩。晚上回来房间里总是有水果/银耳羹，管家也几乎是有求必应了。很好的入住体验。,正面,103,中等(101-200字)
253,"第一次入住乐山安珀酒店，总体的感受还是不错的，硬件方面房间内的设施都挺新，胶囊咖啡机很给力，卫浴设施也很满意，整个房间的感觉设计都很舒服。然后来说一下服务，前台工作人员很热情，提前一天就有管家联系确认到店入住时间和对房间的要求，到店后前台的小赵和小娟两位热情地为我们服务，很是周到。最后再来讲一下餐饮：这个部分是对安珀这次比较失望的地方。首先，可能是因为入住率不高，早餐可选的种类并不丰富，而且某些食材感觉不是很新鲜；但是蛋烘糕和跷脚牛肉做为特色，还是为餐厅捡回了分数。其次，是餐厅工作人员的服务，入住当天到L层逛了一下、看到有开展一些为住店客人准备的小活动，就放在餐厅门口，但是询问餐厅工作人员，却一脸茫然，说不晓得，不是他们搞的活动，后来沟通后，打电话帮我们问，应该是培训没有做到位吧。整体的感觉：乐山安珀酒店，硬件很好，但细节还有很大的进步空间。
展开更多",正面,381,长(201-500字)
254,"房间非常好 艺术感兼具实用性
管家态度极好 
工作人员服务态度在线
午餐 早餐 新鲜且好吃
开夜床宵夜考虑周到 为保持温度 使用保温杯盛 待饮用时 导入碗碟👍

 去乐山大佛 打车约30分钟 距离OK
展开更多",正面,105,中等(101-200字)
255,新开的酒店位置很好，主要是酒店的服务也很不错，到前台帮我推荐了附近好多好吃的地方，避免了踩坑酒店内的设施也比较新在乐山，我觉得是个很不错的地方，强烈推荐￼！,正面,78,短(51-100字)
256,环境优雅，管家服务贴心，房间整洁舒适，下次还会选择这里,正面,27,极短(≤50字)
257,第三次入住，房间依然很棒，早餐也非常好，但下午茶退步明显，房间配水也降级了,正面,37,极短(≤50字)
258,酒店地理位置较偏，对自驾游可以！打车去张公桥和乐山大佛有点距离！早餐品种质量很高，蛋烘糕现场做，牛肉面好吃！甜皮鸭比外面的好吃！酒店设计风格黑暗风，白天可以，晚上去就感觉太暗！设计感很强，适合年轻人！房间里面的设施都很不错，吹风机戴森的！,正面,119,中等(101-200字)
259,"住过世界各地五星酒店，这个乐山市安珀酒店让人非常惊喜，一个国际连锁现代法式风格洒店怎会落户此地？去了乐山大佛有了答案，很多的新加坡港台及老外游客！酒店外看一般，但进入后，很奢华，设计国际法式风格，，服务都是专业国际酒店培训过的服务人员，专业，周到！设施智能，奢华，餐饮出自大厨之手，健康品质十一搭配，中餐厅设计和菜品可以用来请高端宴请。价格不菲，但花旳值！客房巴黎汽水，马来西亚，泰国产饮点都为赠送的，矿泉水订制的！讲究品质生活的值得入住，在成都也没有这种感受！
展开更多",正面,236,长(201-500字)
260,"乐山安珀酒店提供了一次难忘的入住体验，将现代舒适与传统热情完美结合。酒店周围环境宁静，是放松身心的理想选择。房间宽敞明亮，装饰高雅，设施先进，确保了每位客人的舒适和便利。早餐简而精，包含当地特色小吃，晚上开夜床会送上小点心和水果，迷你吧也是免费的。
值得一提的是酒店的管家服务，管家团队表现出了非凡的专业素养和对客人需求的深刻理解。从高铁免费接站，美食游乐推荐到天气提醒，他们的服务既细致又周到。管家们的友好态度和对工作的热情值得赞赏。

总体来说，乐山安珀酒店不仅仅是一个住宿的地方，更是一个能让人感受到家一般温馨的所在。无论是商务旅行还是休闲度假，乐山安珀酒店都能提供超出期待的服务和体验。我会极力推荐给寻求高品质住宿体验的旅客。😉
展开更多",正面,323,长(201-500字)
261,"设施：房间很大，很新，就是双床房因为床头的缘故并在一起可能性不大，对一家三口的出行略微不太友好

卫生：很好

服务：很到位

重点说，牙刷很好用
展开更多",正面,78,短(51-100字)
262,"非常满意的一次酒店入住体验
设施：今年新开的酒店，硬件设施齐全切很新 连提供的吹风机都是戴森的，非常棒。
服务：酒店管家提前一天就电话联系并添加微信，有任何问题都可以及时沟通。
环境：酒店离乐山站很近，打车方便，出行便捷。",正面,111,中等(101-200字)
263,每次来乐山都住这里。服务品质都很稳定，洗漱用品也是品牌，牙刷品质比很多五星酒店都好，建议配上剃须刀哈,正面,50,短(51-100字)
264,酒店比较新，也干净，工作人员很热情，四川这次入住的几家酒店都很热情，是因为吃辣大家都热情似火吗哈哈哈哈哈。活动多，小朋友可以做手工，看电影，全天不同时段都有活动安排，晚上还可以在L层喝点小酒，工作人员在我们还没有抵达前就加了v安排好一切，小赵和小杨更是在我们到店后热情接待有求必应，这家连锁酒店推荐大家去看大佛可以住这边，适合自驾有很多停车位，开车去看大佛也很方便大概20分钟车程。,正面,191,中等(101-200字)
265,房间不错，干湿分离，智能马桶好评，服务特别好，见到都会亲切打招呼，早餐选择不太多，但品质还不错，之前评论说有班尼迪克蛋但没有看到，下面提一下小建议：浴室没有配备凉鞋，晚上要求松的时候说已经送完了，还是第一次遇到这种情况；还有就是围栏卡不严，最后我们是把两张床推一起；还有一个小建议，双人床的中间可否放一个柜子，尤其是遇到放围栏的床，围栏如果卡柜子那边，那就没地方放手机了。,正面,186,中等(101-200字)
266,"设施：审美在线
服务：工作人员热情有礼
整体非常满意",正面,26,极短(≤50字)
267,真的很不错,正面,5,极短(≤50字)
268,酒店性价比极高，最丰富的欢迎水果，迷你吧饮料也挺多，小朋友很喜欢盒装的矿泉水。早餐相当惊艳，推荐牛肉面，牛肉咔饼，钵钵鸡，非常有乐山特色，味道一流，还有现磨咖啡。每个工作人员都很热情，不是麻木的那种热情，以后到乐山就这家了,正面,111,中等(101-200字)
269,第一次来住安珀就感受到了非常大的惊喜 下定后管家小方第一时间来电话询问我到店时间 虽然到的非常晚但还是在前台一直等着我 之后的入住也有十分大的惊喜 住了两晚 第二天回酒店时发现房间准备好了一晚银耳羹并且放在了保温杯里 离店时发现我没带雨伞还特意给我拿了把雨伞告诉我先拿着 怕我上高铁也要走一段路 总之感受非常好 推荐大家入住 下次来乐山还会再来,正面,172,中等(101-200字)
270,特别提醒：这里的西餐西餐差到极致，牛排完全啃不动！,负面,25,极短(≤50字)
271,12天的旅行住了10个酒店，这是最满意最棒的一家！强烈推荐！不仅硬件条件无可挑剔，公共部位设计感美感很强，服务也很到位，尤其是早餐，在所有的五星级酒店早餐里也是脱颖而出与众不同，关键就是做得特别精致，细致，用心，客人能感受到。房间里面更不用说了，布局合理设计简洁时尚，空间也大，舒适方便。非常喜欢！,正面,149,中等(101-200字)
272,房间很大也很好看，有浴缸管家会提供一次性浴缸套，下午茶和早餐都很好吃！！！而且酒店拍照很出片！管家小帅也很贴心，点了外卖会送上来，还送了欢迎水果走的时候送了伴手礼。入住的房间当时电动窗帘有点卡，处理的很及时，很快就处理好了。总之很满意的一次入住！,正面,123,中等(101-200字)
273,酒店环境舒适 整洁 干净工作人员态度很热情 服务周到 早餐一般,正面,31,极短(≤50字)
274,"酒店适合商务出差下榻还不错，私密度高。不太适合亲子旅游下榻，因为也没啥亲子可互动的场所(光线也不太明亮，不适合小朋友)。

新酒店，房间硬件很好。干净卫生，床品赞，睡得舒服。洗浴硬件包括花洒都赞。但是还是有点新装修的气味。

酒店服务人员还是比较专业，热情。

周围大环境没啥亮点，纯游玩来看，地理大环境其实比较鸡肋。
展开更多",正面,164,中等(101-200字)
275,"乐山酒店的天花板
环境静谧优雅奢华
服务人员训练有素
早餐单点品种丰富
位置优越方便出行
酒店还送给我们精致的蛋糕甜而不腻
展开更多",正面,66,短(51-100字)
276,"这一次入住安柏酒店大堂，暖黄色灯光营造出温馨氛围，前台小帅立刻起身，脸上挂着真诚且灿烂的笑容，轻声细语地询问需求，办理入住时手脚麻利，还耐心介绍各项设施。客房服务的小杨，每次敲门都轻声细语，进房后细致打扫，连角落灰尘都不放过，还主动询问是否需要额外物品，小鱼还贴心送来了欢迎水果，不错值得推荐！
儿童手工活动小鱼对小耐心友好，小朋友特别喜欢",正面,170,中等(101-200字)
